Price,Rooms,Type,Status,Parking Spaces,Land Size,Building Size,Architecture Style,County,Provider
"USD $1,700 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,1,,111.48 m2,Other,Cook,Compass Real Estate
"USD $1,850 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,3,,63.45 m2,Other,Cook,Exit Strategy Realty
"USD $2,400 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,71.35 m2,Other,Cook,RE/MAX MI CASA
"USD $2,450 per month","1 bedroom(s), 1 bathroom(s)",Other,Active,3,,130.62 m2,Other,Cook,Exit Strategy Realty
"USD $4,800 per month","6 bedroom(s), 3 bathroom(s)",House,Active,4,,188.22 m2,Other,Middlesex,RE/MAX VANTAGE
"USD $1,650 per month","2 bedroom(s), 1 bathroom(s)",Other,Active,,,92.90 m2,Other,Cook,Century 21 Dream Homes
"USD $2,700 per month","2 bedroom(s), 1 bathroom(s)",Apartment,Active,1,,78.50 m2,Other,Middlesex,Keller Williams Realty Evolution
"USD $3,300 per month","3 bedroom(s), 2 bathroom(s)",House,Active,2,,162.95 m2,Other,Norfolk,Keller Williams Boston South West
"USD $1,900 per month","3 bedroom(s), 2 bathroom(s)",Apartment,Active,,,115.85 m2,Other,Orange,Orlando Central Realty LLC DBA Keller Williams Realty at the Parks
"USD $4,600 per month","5 bedroom(s), 4 bathroom(s), 1 livingroom(s)",House,Active,,202.34 m2,281.22 m2,Other,Orange,eXp Realty LLC
"USD $1,400 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Townhouse,Active,,930.78 m2,106.00 m2,Other,Citrus,Century 21 Affiliates
"USD $2,800 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Townhouse,Active,,242.81 m2,165.00 m2,Other,Orange,"Real Broker, LLC."
"USD $3,100 per month","5 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,,526.09 m2,264.49 m2,Other,Hillsborough,Compass
"USD $2,400 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,202.34 m2,176.52 m2,Other,Osceola,eXp Realty LLC
"USD $1,250 per month","2 bedroom(s), 1 bathroom(s)",House,Active,,"3,237.49 m2",62.43 m2,Other,Hillsborough,Blue Sun Realty
"USD $1,400 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Townhouse,Active,,930.78 m2,106.00 m2,Other,Citrus,Century 21 Affiliates
"USD $2,495 per month","4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,,768.90 m2,132.85 m2,Other,Orange,"Lawhun Enterprises, LLC"
"USD $1,800 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Apartment,Active,,40.47 m2,199.74 m2,Other,Carolina,eXp Puerto Rico
"USD $2,200 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,930.78 m2,128.39 m2,Ranch,Lee,"Miloff Aubuchon Realty Group, Inc."
"USD $2,300 per month","4 bedroom(s), 2 bathroom(s)",House,Active,,"1,153.36 m2",135.45 m2,Ranch,Lee,"C-Lapon Realty, Inc."
"USD $4,350 per month","2 bedroom(s), 3 bathroom(s)",Townhouse,Active,,1.90 m2,130.71 m2,Cape Cod,Los Angeles,Engel & Völkers Westlake Village
"USD $18,500 per month","2 bedroom(s), 3 bathroom(s)",Apartment,Active,1,,143.44 m2,Other,Davidson,Engel & Völkers Nashville
"USD $22,500 per month","5 bedroom(s), 3 bathroom(s)",House,Active,2,0.02 m2,297.29 m2,Mediterranean,Los Angeles,Engel & Völkers Santa Monica
"USD $10,000 per month","2 bedroom(s), 2 bathroom(s)",House,Active,,"8,255.59 m2",164.07 m2,Other,Pitkin,Engel & Völkers Aspen
"USD $4,250 per month","4 bedroom(s), 5 bathroom(s)",House,Active,2,0.11 m2,297.29 m2,Cape Cod,QUEEN ANNES,Engel & Völkers Annapolis
"USD $3,500 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,,223.99 m2,Other,Okaloosa,"Beach Sunsets, Inc."
"USD $2,100 per month","3 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Townhouse,Active,,161.87 m2,154.96 m2,Other,Okaloosa,Keller Williams Realty- Emerald Coast
USD $650 per month,,Other,Active,,,247.12 m2,Other,Walton,"Rulnick Realty, Inc."
"USD $1,700 per month","1 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Apartment,Active,,,43.66 m2,Other,Walton,SRE
"USD $5,500 per month","4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,,849.84 m2,202.71 m2,Cottage,Walton,
"USD $1,700 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,,"5,463.26 m2",92.90 m2,Other,Okaloosa,Keller Williams Realty- Emerald Coast
USD $650 per month,,Other,Active,,,247.12 m2,Other,Walton,"Rulnick Realty, Inc."
"USD $2,800 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,5,849.84 m2,106.84 m2,Other,Albany,"Berkshire Hathaway HomeServices Blake, REALTORS"
"USD $1,200 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,1,"1,092.65 m2",74.32 m2,Other,Albany,"Clancy Real Estate, LLC"
"USD $1,600 per month","3 bedroom(s), 2 bathroom(s)",Other,Active,,809.37 m2,114.64 m2,New Traditional,Richland,Real Estate Partners
"USD $1,850 per month","3 bedroom(s), 1 bathroom(s)",Apartment,Active,,,120.77 m2,Other,Albany,Gloria Herman
"USD $16,000 per month","4 bedroom(s), 4 bathroom(s), 1 livingroom(s)",House,Active,2,265.07 m2,338.54 m2,New Traditional,Los Angeles,Douglas Elliman of California
"USD $23,000 per month","4 bedroom(s), 5 bathroom(s), 1 livingroom(s)",Other,Active,2,426.13 m2,324.79 m2,Other,Los Angeles,
"USD $7,500 per month","2 bedroom(s), 2 bathroom(s)",Other,Active,,470.25 m2,92.90 m2,Bungalow,Los Angeles,Compass
"USD $3,300 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Apartment,Active,2,"6,974.36 m2",74.14 m2,Contemporary,Los Angeles,
"USD $2,900 per month","2 bedroom(s), 1 bathroom(s), 1 livingroom(s)",Apartment,Active,2,743.81 m2,113.43 m2,Contemporary,Los Angeles,
"USD $5,400 per month","3 bedroom(s), 2 bathroom(s)",Apartment,Active,2,,185.81 m2,Contemporary,Los Angeles,Keller Williams Realty Hollywood Hills
"USD $5,100 per month","3 bedroom(s), 3 bathroom(s)",Apartment,Active,1,564.13 m2,195.10 m2,Modern,Los Angeles,
"USD $4,900 per month","3 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,2,846.20 m2,281.12 m2,Other,Los Angeles,Compass
"USD $4,495 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Other,Active,1,"20,720.73 m2",127.46 m2,Contemporary,Los Angeles,Nourmand & Associates Realtors
"USD $13,999 per month","3 bedroom(s), 4 bathroom(s), 1 livingroom(s)",Apartment,Active,2,,276.85 m2,Modern,Los Angeles,The Agency
"USD $4,600 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Townhouse,Active,23,960.72 m2,111.48 m2,Contemporary,Los Angeles,Catriona Gordon Mariano
"USD $3,500 per month","2 bedroom(s), 2 bathroom(s), 1 livingroom(s)",Other,Active,1,534.99 m2,102.19 m2,Other,Los Angeles,
"USD $18,500 per month","4 bedroom(s), 4 bathroom(s), 1 livingroom(s)",House,Active,2,966.39 m2,345.32 m2,Contemporary,Los Angeles,
"USD $5,150 per month","2 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Other,Active,2,,168.71 m2,Other,Los Angeles,Nelson Shelton & Associates
"USD $19,500 per month","7 bedroom(s), 8 bathroom(s)",Other,Active,2,,488.39 m2,Other,Los Angeles,KELLER WILLIAMS BEVERLY HILLS REALTY
"USD $15,995 per month","4 bedroom(s), 5 bathroom(s), 1 livingroom(s)",Other,Active,4,611.08 m2,342.91 m2,Other,Los Angeles,The Agency
"USD $7,500 per month","4 bedroom(s), 3 bathroom(s), 1 livingroom(s)",House,Active,2,650.33 m2,221.39 m2,Other,Los Angeles,
"USD $14,999 per month","3 bedroom(s), 3 bathroom(s)",Other,Active,2,"1,892.31 m2",196.95 m2,Ranch,Los Angeles,The Agency
"USD $2,000 per month","3 bedroom(s), 2 bathroom(s)",House,Active,2,404.69 m2,152.83 m2,Other,Williamson,REAL BROKER LLC
"USD $2,400 per month","3 bedroom(s), 2 bathroom(s)",House,Active,4,534.19 m2,178.19 m2,Other,Travis,Thrive Realty LLC
"USD $2,475 per month","4 bedroom(s), 3 bathroom(s)",Apartment,Active,4,226.62 m2,178.56 m2,Other,Travis,JPAR- Austin
"USD $1,600 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,2,798.45 m2,83.61 m2,Other,Travis,"TIP, Inc."
"USD $2,195 per month","4 bedroom(s), 3 bathroom(s)",House,Active,2,445.15 m2,199.09 m2,Other,Travis,Austin 360 HOme
"USD $3,700 per month","4 bedroom(s), 2 bathroom(s), 1 livingroom(s)",House,Active,6,"5,989.35 m2",182.18 m2,Other,Williamson,"Star of Texas Realty, Inc."
"USD $2,300 per month","4 bedroom(s), 3 bathroom(s)",House,Active,4,594.89 m2,260.69 m2,Other,Travis,"eXp Realty, LLC"
"USD $1,495 per month","2 bedroom(s), 3 bathroom(s), 1 livingroom(s)",Townhouse,Active,2,999.57 m2,94.20 m2,Other,Williamson,Neighborhood Realty & Property Management
"USD $3,600 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,2,,73.95 m2,Other,Travis,urbanspace Realtors
"USD $2,295 per month","3 bedroom(s), 3 bathroom(s)",Apartment,Active,2,186.56 m2,191.66 m2,Other,Williamson,
"USD $1,295 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,1,667.73 m2,76.27 m2,Other,Travis,Austin 360 HOme
"USD $2,150 per month","3 bedroom(s), 3 bathroom(s)",House,Active,4,665.30 m2,221.67 m2,Other,Hays,KWATX Broker LLC
"USD $1,350 per month","2 bedroom(s), 2 bathroom(s)",Townhouse,Active,2,716.29 m2,81.38 m2,Other,Bastrop,Pure Realty
"USD $2,300 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,927.14 m2,134.71 m2,New Traditional,,Broker Direct Real Estate
"USD $2,050 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,161.87 m2,164.90 m2,Other,Wake,Reddy realty
"USD $1,895 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,,156.08 m2,Other,Wake,HRW Realty Corp
"USD $1,800 per month","3 bedroom(s), 3 bathroom(s)",House,Active,,"1,416.40 m2",183.95 m2,Other,Harnett,NCRE Group Inc
USD $7 per month,,Other,Active,,"1,578.28 m2","1,297.02 m2",Other,Alamance,NorthGroup Real Estate LLC
"USD $2,495 per month","4 bedroom(s), 4 bathroom(s)",Townhouse,Active,,,207.17 m2,Other,,"Bev Roberts Rentals, Inc."
"USD $1,695 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,161.87 m2,167.23 m2,Other,Wake,Reddy realty
"USD $2,495 per month","4 bedroom(s), 4 bathroom(s)",Townhouse,Active,,,218.69 m2,Other,Wake,Real Triangle Properties
"USD $2,900 per month","4 bedroom(s), 4 bathroom(s)",Townhouse,Active,,,206.52 m2,Other,Wake,Coldwell Banker Howard Perry and Walston
"USD $2,195 per month","3 bedroom(s), 3 bathroom(s)",House,Active,,,150.87 m2,Other,Durham,Jackson Realty Group
"USD $1,860 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,96.62 m2,Other,Durham,ML Sullivan
"USD $1,749 per month","2 bedroom(s), 3 bathroom(s)",Townhouse,Active,,,127.28 m2,Other,Wake,"Don Anthony Realty, LLC"
"USD $1,700 per month","2 bedroom(s), 3 bathroom(s)",Other,Active,,80.94 m2,,Other,Guilford,Keller Williams Realty of Greensboro
"USD $1,700 per month","2 bedroom(s), 3 bathroom(s)",Other,Active,,80.94 m2,,Other,Guilford,Keller Williams Realty of Greensboro
"USD $1,700 per month","2 bedroom(s), 3 bathroom(s)",Other,Active,,80.94 m2,,Other,Guilford,Keller Williams Realty of Greensboro
"USD $1,695 per month","2 bedroom(s), 1 bathroom(s)",House,Active,1,,102.19 m2,New Traditional,,First Landing Realty
USD $795 per month,"1 bedroom(s), 1 bathroom(s)",Apartment,Active,,,80.36 m2,New Traditional,,Berkshire Hathaway HomeServices RW Towne Realty
"USD $2,200 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,,139.35 m2,Other,,"The Real Estate Group, LLC"
"USD $2,900 per month","3 bedroom(s), 3 bathroom(s)",House,Active,,542.28 m2,167.69 m2,New Traditional,,All Pros Real Estate
"USD $1,095 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,358.15 m2,41.81 m2,Cottage,,"Live Oak Real Estate, LLC"
"USD $2,095 per month","2 bedroom(s), 3 bathroom(s)",Apartment,Active,1,,116.04 m2,New Traditional,,Nelene Gibbs Real Estate LLC
"USD $2,295 per month","2 bedroom(s), 2 bathroom(s)",Townhouse,Active,,,104.61 m2,Other,,Creed Realty
"USD $1,950 per month","3 bedroom(s), 2 bathroom(s)",Townhouse,Active,1,,116.13 m2,Other,,Sand & Sea Realty
"USD $2,395 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,208.85 m2,Cape Cod,,THE PROPERTY SHOPPE
"USD $3,000 per month","3 bedroom(s), 3 bathroom(s)",Other,Active,4,,200.76 m2,New Traditional,,World Class Realty & Property Management
"USD $1,400 per month","2 bedroom(s), 1 bathroom(s)",House,Active,,,89.56 m2,Ranch,,Amanda M. Walsh Real Estate
"USD $1,425 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,,102.19 m2,Other,,Berkshire Hathaway HomeServices RW Towne Realty
"USD $2,800 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,,185.81 m2,Other,,"The Real Estate Group, LLC"
"USD $1,200 per month","1 bedroom(s), 1 bathroom(s), 1 basement(s)",House,Active,,"2,225.77 m2",80.27 m2,Other,Wayne,Berkshire Hathaway HomeServices Pocono Real Estate
USD $10 per month,,Other,Active,,,111.48 m2,Other,,Your Southern Real Estate Co.
"USD $1,695 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,566.56 m2,127.28 m2,New Traditional,Florence,Coldwell Banker McMillan and Associates
"USD $3,300 per month","4 bedroom(s), 4 bathroom(s)",House,Active,,,213.68 m2,New Traditional,,Creed Realty
"USD $2,200 per month","4 bedroom(s), 2 bathroom(s)",House,Active,,"1,375.93 m2",231.79 m2,New Traditional,,"HUNCO Real Estate, LLC"
"USD $2,400 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,,203.83 m2,Colonial,,Abrams Realty
"USD $3,200 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,,162.58 m2,New Traditional,,Creed Realty
"USD $1,900 per month","3 bedroom(s), 6 bathroom(s), 2 livingroom(s), 2 basement(s)",House,Active,,"2,185.30 m2",185.53 m2,Other,Wayne,Smith Realty Group LLC
USD $10 per month,,Other,Active,,,222.97 m2,Other,,Your Southern Real Estate Co.
USD $10 per month,,Other,Active,,,111.48 m2,Other,,Your Southern Real Estate Co.
USD $10 per month,,Other,Active,,,111.48 m2,Other,,Your Southern Real Estate Co.
"USD $1,350 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,,115.48 m2,Other,Canadian,McGraw REALTORS
"USD $2,400 per month","3 bedroom(s), 2 bathroom(s)",House,Active,2,,159.70 m2,Other,Midland,The Real Estate Company
"USD $2,300 per month","4 bedroom(s), 2 bathroom(s), 2 livingroom(s), 1 basement(s)",House,Active,,"1,578.28 m2",250.37 m2,Other,Wayne,Century 21 Select Group
"USD $2,200 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,388.50 m2,145.67 m2,New Traditional,Dallas,My Home Real Estate
"USD $10,000 per month","4 bedroom(s), 4 bathroom(s)",House,Active,,"1,485.20 m2",264.77 m2,Ranch,Dallas,"Compass RE Texas, LCC"
USD $995 per month,"1 bedroom(s), 1 bathroom(s)",Townhouse,Active,,501.81 m2,60.39 m2,Other,Tarrant,PURE Property Management of TX
"USD $2,400 per month","3 bedroom(s), 3 bathroom(s)",House,Active,,420.87 m2,141.12 m2,New Traditional,Denton,Fathom Realty LLC
"USD $3,000 per month","4 bedroom(s), 2 bathroom(s), 1 basement(s)",House,Active,,465.39 m2,228.54 m2,Craftsman,Tarrant,Fort Worth Focused Real Estate
"USD $2,650 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,768.90 m2,168.90 m2,Other,Collin,"McCaw Property Management, LLC"
"USD $2,000 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,849.84 m2,165.46 m2,New Traditional,Collin,Axial Realty LLC
"USD $1,900 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,"14,791.27 m2",90.30 m2,New Traditional,Dallas,WILLIAM DAVIS REALTY
"USD $1,900 per month","3 bedroom(s), 1 bathroom(s)",House,Active,,,219.44 m2,Other,Martin,"All Professional Real Estate Services, Inc. dba Century 21 All Professional"
"USD $4,115 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,251.02 m2,Other,Broward,"Apogee Team Realty, LLC"
"USD $2,550 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,92.07 m2,Other,Palm Beach,Jupiter Lighthouse Realty
"USD $1,800 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,,106.37 m2,Other,Palm Beach,Regency Two Realty Services DBA Regency Realty Services
"USD $13,500 per month","4 bedroom(s), 5 bathroom(s)",House,Active,3,,394.65 m2,Other,Palm Beach,Douglas Elliman
"USD $2,500 per month","1 bedroom(s), 2 bathroom(s)",Apartment,Active,,,68.56 m2,Other,Palm Beach,"eXp Realty, LLC"
"USD $2,399 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,930.78 m2,220.27 m2,Ranch,Collin,DFW Home
"USD $1,750 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,,396.59 m2,97.55 m2,New Traditional,Dallas,Texas Premier Realty
"USD $2,300 per month","4 bedroom(s), 2 bathroom(s)",House,Active,,534.19 m2,161.37 m2,Other,Tarrant,"Rafter H Realty, LLC"
"USD $1,600 per month","1 bedroom(s), 1 bathroom(s)",Apartment,Active,,,74.32 m2,Other,Broward,Exp Realty LLC
"USD $1,800 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,"1,072.42 m2",138.24 m2,New Traditional,Palo Pinto,Parker-Davis Real Estate
"USD $2,300 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,817.47 m2,95.50 m2,Other,Dallas,Ultra Real Estate Services LLC
"USD $2,395 per month","3 bedroom(s), 3 bathroom(s)",House,Active,,700.11 m2,242.38 m2,New Traditional,Denton,"Paul Ilami, Broker"
"USD $1,945 per month","4 bedroom(s), 2 bathroom(s)",House,Active,,696.06 m2,121.70 m2,Other,Dallas,"Sunroom Rentals Texas, LLC"
"USD $2,300 per month","4 bedroom(s), 2 bathroom(s)",House,Active,,518.00 m2,181.07 m2,Other,Dallas,Ton Nu Group LLC
"USD $3,749 per month","4 bedroom(s), 4 bathroom(s)",House,Active,,849.84 m2,366.69 m2,Other,Denton,Keller Williams Frisco Stars
"USD $1,975 per month","3 bedroom(s), 2 bathroom(s)",Townhouse,Active,,570.61 m2,143.16 m2,New Traditional,Tarrant,"eXp Realty, LLC"
"USD $1,950 per month","2 bedroom(s), 2 bathroom(s)",House,Active,,437.06 m2,139.35 m2,New Traditional,Hood,Lone Star Realty
"USD $3,650 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,530.14 m2,210.05 m2,Other,Denton,Monument Realty
"USD $1,975 per month","3 bedroom(s), 2 bathroom(s)",Townhouse,Active,,570.61 m2,143.16 m2,New Traditional,Tarrant,"eXp Realty, LLC"
"USD $1,475 per month","3 bedroom(s), 3 bathroom(s)",Townhouse,Active,,392.55 m2,83.24 m2,Other,Fannin,"OmniKey Realty, LLC."
"USD $2,150 per month","3 bedroom(s), 3 bathroom(s)",House,Active,,566.56 m2,143.16 m2,New Traditional,Collin,"eXp Realty, LLC"
"USD $1,600 per month","2 bedroom(s), 2 bathroom(s)",Apartment,Active,,"26,774.03 m2",103.12 m2,New Traditional,Dallas,W Realty
"USD $1,895 per month","3 bedroom(s), 2 bathroom(s)",Townhouse,Active,,959.11 m2,117.99 m2,New Traditional,Dallas,Century 21 Judge fite co
"USD $1,995 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,566.56 m2,120.03 m2,New Traditional,Collin,Briggs Freeman Sotheby's Inter
"USD $2,800 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,534.19 m2,255.67 m2,New Traditional,Collin,Great Western Realty
"USD $2,500 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,526.09 m2,203.74 m2,Other,Collin,"Continental Real Estate Group, Inc."
"USD $2,500 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,"4,411.08 m2",145.67 m2,Other,Parker,WILLIAM DAVIS REALTY
"USD $1,495 per month","4 bedroom(s), 2 bathroom(s)",House,Active,,934.82 m2,145.49 m2,Other,Taylor,"Gerard Real Estate, LLC"
"USD $1,300 per month","2 bedroom(s), 1 bathroom(s)",Townhouse,Active,,710.22 m2,65.03 m2,New Traditional,Parker,Energy Realty Group
"USD $3,300 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,809.37 m2,267.56 m2,Other,Collin,"Fraser Realty Group, LLC"
"USD $1,695 per month","4 bedroom(s), 3 bathroom(s)",Townhouse,Active,,299.47 m2,139.73 m2,Other,Denton,"Paul Ilami, Broker"
"USD $3,500 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,497.76 m2,216.84 m2,New Traditional,Collin,Citiwide Alliance Realty
"USD $3,499 per month","4 bedroom(s), 4 bathroom(s)",House,Active,,809.37 m2,280.10 m2,New Traditional,Collin,Keller Williams Frisco Stars
"USD $2,045 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,667.73 m2,150.97 m2,New Traditional,Collin,VP Realty Services
"USD $4,995 per month","4 bedroom(s), 4 bathroom(s)",House,Active,,894.36 m2,309.18 m2,Other,Denton,"Compass RE Texas, LCC"
"USD $1,200 per month","1 bedroom(s), 1 bathroom(s)",Townhouse,Active,,"3,253.68 m2",60.39 m2,New Traditional,Tarrant,"LLEWELLYN MANAGEMENT, LLC"
"USD $1,900 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,534.19 m2,149.76 m2,New Traditional,Hunt,W Realty
"USD $2,700 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,643.45 m2,191.38 m2,Other,Dallas,Rogers Healy and Associates
USD $495 per month,"1 bedroom(s), 1 bathroom(s)",Townhouse,Active,,465.39 m2,55.46 m2,Other,Shackelford,"Gerard Real Estate, LLC"
"USD $2,600 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,"2,023.43 m2",213.68 m2,New Traditional,Collin,Guildford LTD dba Keller Williams Realty
"USD $2,900 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,566.56 m2,193.98 m2,Other,Denton,Rogers Healy and Associates
"USD $1,975 per month","3 bedroom(s), 2 bathroom(s)",Townhouse,Active,,,121.05 m2,New Traditional,Collin,Infinity Residential RRE
"USD $2,850 per month","5 bedroom(s), 3 bathroom(s)",House,Active,,80.94 m2,282.89 m2,New Traditional,Collin,Findingahouse.com LLC
"USD $2,300 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,586.79 m2,151.62 m2,New Traditional,Kaufman,Everest Realty
"USD $2,295 per month","4 bedroom(s), 3 bathroom(s)",House,Active,,744.62 m2,168.71 m2,Other,Denton,LEAP Property Management
"USD $2,200 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,538.23 m2,193.24 m2,Other,Parker,RFP Homes LLC
"USD $1,950 per month","3 bedroom(s), 2 bathroom(s)",House,Active,,619.17 m2,110.83 m2,Other,Tarrant,RFP Homes LLC
